budget,revenue,title,cast,director,runtime,genres,release_date,release_year
6000000,90777,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,Cary Fukunaga,137,Drama|War,9/11/2015,2015
3000000,3387000,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,Will Canon,83,Thriller|Horror,2/12/2015,2015
447524,771317,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,Andrew Mogel|Jarrad Paul,101,Drama|Comedy,5/8/2015,2015
10000000,17472,Strangerland,Nicole Kidman|Joseph Fiennes|Hugo Weaving|Lisa Flanagan|Megan Alston,Kim Farrant,111,Drama|Thriller,7/1/2015,2015
2000000,2801508,Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,Jerry Jameson,97,Crime|Drama|Thriller,9/17/2015,2015
5000000,4842699,90 Minutes in Heaven,Kate Bosworth|Hayden Christensen|Hudson Meek|Bobby Batson|Elizabeth Hunter,Michael Polish,121,Drama,9/11/2015,2015
600000,7087452,Grandma,Lily Tomlin|Julia Garner|Marcia Gay Harden|Judy Greer|Laverne Cox,Paul Weitz,78,Drama|Comedy,6/4/2015,2015
3000000,67790117,War Room,Priscilla C. Shirer|T.C. Stallings|Karen Abercrombie|Beth Moore|Michael Jr.,Alex Kendrick,120,Drama,8/28/2015,2015
13500000,187674,Stonewall,Jeremy Irvine|Jonny Beauchamp|Jonathan Rhys Meyers|Ron Perlman|Caleb Landry Jones,Roland Emmerich,129,Drama,9/18/2015,2015
165000000,621752480,Interstellar,Matthew McConaughey|Jessica Chastain|Anne Hathaway|Michael Caine|Casey Affleck,Christopher Nolan,169,Adventure|Drama|Science Fiction,11/5/2014,2014
170000000,773312399,Guardians of the Galaxy,Chris Pratt|Zoe Saldana|Dave Bautista|Vin Diesel|Bradley Cooper,James Gunn,121,Action|Science Fiction|Adventure,7/30/2014,2014
170000000,714766572,Captain America: The Winter Soldier,Chris Evans|Scarlett Johansson|Sebastian Stan|Samuel L. Jackson|Robert Redford,Joe Russo|Anthony Russo,136,Action|Adventure|Science Fiction,3/20/2014,2014
20000000,78739897,John Wick,Keanu Reeves|Michael Nyqvist|Alfie Allen|Willem Dafoe|Dean Winters,Chad Stahelski|David Leitch,101,Action|Thriller,10/22/2014,2014
125000000,752100229,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,Francis Lawrence,123,Science Fiction|Adventure|Thriller,11/18/2014,2014
250000000,955119788,The Hobbit: The Battle of the Five Armies,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,144,Adventure|Fantasy,12/10/2014,2014
165000000,652105443,Big Hero 6,Scott Adsit|Ryan Potter|Daniel Henney|T.J. Miller|Jamie Chung,Don Hall|Chris Williams,102,Adventure|Family|Animation|Action|Comedy,10/24/2014,2014
14000000,233555708,The Imitation Game,Benedict Cumberbatch|Keira Knightley|Matthew Goode|Rory Kinnear|Allen Leech,Morten Tyldum,113,History|Drama|Thriller|War,11/14/2014,2014
34000000,348319861,The Maze Runner,Dylan O'Brien|Ki Hong Lee|Kaya Scodelario|Aml Ameen|Blake Cooper,Wes Ball,113,Action|Mystery|Science Fiction|Thriller,9/10/2014,2014
18000000,103215094,Birdman,Michael Keaton|Zach Galifianakis|Edward Norton|Emma Stone|Naomi Watts,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,119,Drama|Comedy,10/17/2014,2014
61000000,369330363,Gone Girl,Ben Affleck|Rosamund Pike|Carrie Coon|Neil Patrick Harris|Tyler Perry,David Fincher,145,Mystery|Thriller|Drama,10/1/2014,2014
68000000,211817906,Fury,Brad Pitt|Shia LaBeouf|Logan Lerman|Michael PeÃ±a|Jon Bernthal,David Ayer,135,War|Drama|Action,10/15/2014,2014
127000000,349424282,Night at the Museum: Secret of the Tomb,Ben Stiller|Rami Malek|Rebel Wilson|Robin Williams|Owen Wilson,Shawn Levy,97,Adventure|Comedy|Fantasy|Family,12/17/2014,2014
85000000,288747895,Divergent,Shailene Woodley|Theo James|Kate Winslet|Miles Teller|Ray Stevenson,Neil Burger,139,Action|Science Fiction|Thriller,3/14/2014,2014
250000000,746000000,X-Men: Days of Future Past,Hugh Jackman|James McAvoy|Patrick Stewart|Michael Fassbender|Ian McKellen,Bryan Singer,131,Action|Adventure|Fantasy|Science Fiction,5/15/2014,2014
40000000,463360063,Lucy,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt,Luc Besson,89,Action|Science Fiction,7/14/2014,2014
125000000,477200000,Teenage Mutant Ninja Turtles,Megan Fox|Will Arnett|William Fichtner|Alan Ritchson|Noel Fisher,Jonathan Liebesman,101,Science Fiction|Action|Adventure|Fantasy|Comedy,8/7/2014,2014
40000000,126069509,Sex Tape,Cameron Diaz|Jason Segel|Rob Corddry|Ellie Kemper|Rob Lowe,Jake Kasdan,97,Comedy,7/17/2014,2014
8500000,38697217,Nightcrawler,Jake Gyllenhaal|Rene Russo|Riz Ahmed|Bill Paxton|Kevin Rahm,Dan Gilroy,117,Crime|Drama|Thriller,10/23/2014,2014
210000000,245500000,Transformers: Age of Extinction,Mark Wahlberg|Stanley Tucci|Nicola Peltz|Jack Reynor|Li Bingbing,Michael Bay,165,Science Fiction|Action|Adventure,6/25/2014,2014
30000000,174600318,The Grand Budapest Hotel,Ralph Fiennes|Tony Revolori|F. Murray Abraham|Mathieu Amalric|Adrien Brody,Wes Anderson,99,Comedy|Drama,2/26/2014,2014
3300000,13993093,Whiplash,Miles Teller|J.K. Simmons|Melissa Benoist|Austin Stowell|Jayson Blair,Damien Chazelle,105,Drama|Music,10/10/2014,2014
170000000,708200000,Dawn of the Planet of the Apes,Andy Serkis|Jason Clarke|Toby Kebbell|Keri Russell|Judy Greer,Matt Reeves,130,Science Fiction|Action|Drama|Thriller,6/26/2014,2014
55000000,192330738,The Equalizer,Denzel Washington|Marton Csokas|ChloÃ« Grace Moretz|David Harbour|Haley Bennett,Antoine Fuqua,132,Thriller|Action|Crime,9/24/2014,2014
42000000,106645357,Horrible Bosses 2,Jason Bateman|Jason Sudeikis|Charlie Day|Jennifer Aniston|Kevin Spacey,Sean Anders,108,Comedy,11/26/2014,2014
200000000,705717432,The Amazing Spider-Man 2,Andrew Garfield|Emma Stone|Jamie Foxx|Dane DeHaan|Colm Feore,Marc Webb,142,Action|Adventure|Fantasy,4/16/2014,2014
178000000,370541256,Edge of Tomorrow,Tom Cruise|Emily Blunt|Brendan Gleeson|Bill Paxton|Jonas Armstrong,Doug Liman,113,Action|Science Fiction,5/27/2014,2014
44000000,11305175,The Interview,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,Evan Goldberg|Seth Rogen,112,Action|Comedy,12/25/2014,2014
58800000,542307423,American Sniper,Bradley Cooper|Sienna Miller|Kyle Gallner|Cole Konis|Ben Reed,Clint Eastwood,134,War|Action,12/11/2014,2014
140000000,268031828,Exodus: Gods and Kings,Christian Bale|Joel Edgerton|John Turturro|Aaron Paul|Ben Mendelsohn,Ridley Scott,153,Adventure|Drama|Action,12/3/2014,2014
160000000,529076069,Godzilla,Aaron Taylor-Johnson|Ken Watanabe|Elizabeth Olsen|Bryan Cranston|Juliette Binoche,Gareth Edwards,123,Action|Science Fiction|Thriller,5/14/2014,2014
180000000,758410378,Maleficent,Angelina Jolie|Elle Fanning|Juno Temple|Sharlto Copley|Isobelle Molloy,Robert Stromberg,97,Fantasy|Adventure|Action|Family|Romance,5/28/2014,2014
15000000,32556119,The November Man,Pierce Brosnan|Luke Bracey|Olga Kurylenko|Bill Smitrovich|Amila Terzimehic,Roger Donaldson,108,Crime|Action|Thriller,8/27/2014,2014
5000000,102529779,Ouija,Olivia Cooke|Ana Coto|Daren Kagasoff|Bianca A. Santos|Douglas Smith,Stiles White,89,Horror,10/24/2014,2014
145000000,609123048,How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,Dean DeBlois,102,Fantasy|Action|Adventure|Animation|Comedy,6/12/2014,2014
2000000,13500000,It Follows,Maika Monroe|Keir Gilchrist|Olivia Luccardi|Lili Sepe|Bailey Spry,David Robert Mitchell,100,Thriller|Horror,8/27/2014,2014
90000000,206172544,The Expendables 3,Sylvester Stallone|Jason Statham|Harrison Ford|Arnold Schwarzenegger|Mel Gibson,Patrick Hughes,127,Action|Adventure|Thriller,8/4/2014,2014
60000000,469160692,The Lego Movie,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows,Phil Lord|Christopher Miller,100,Adventure|Fantasy|Animation|Comedy|Action,2/6/2014,2014
95000000,114178613,Seventh Son,Jeff Bridges|Julianne Moore|Ben Barnes|Alicia Vikander|Kit Harington,Sergey Bodrov,102,Adventure|Fantasy,12/12/2014,2014
15000000,121201940,The Theory of Everything,Eddie Redmayne|Felicity Jones|Harry Lloyd|David Thewlis|Emily Watson,James Marsh,123,Drama|Romance,11/26/2014,2014
17000000,136621271,Let's Be Cops,Jake Johnson|Damon Wayans Jr.|Nina Dobrev|Rob Riggle|James D'Arcy,Luke Greenfield,104,Comedy,8/13/2014,2014
70000000,215529201,Dracula Untold,Luke Evans|Sarah Gadon|Dominic Cooper|Art Parkinson|Charles Dance,Gary Shore,92,Horror|Action|Drama|Fantasy|War,10/1/2014,2014
132000000,373552094,Penguins of Madagascar,Tom McGrath|Chris Miller|Christopher Knights|Conrad Vernon|John Malkovich,Simon J. Smith|Eric Darnell,92,Family|Animation|Adventure|Comedy,11/22/2014,2014
50000000,212902372,Into the Woods,Meryl Streep|Emily Blunt|James Corden|Anna Kendrick|Chris Pine,Rob Marshall,125,Fantasy|Comedy|Music,12/25/2014,2014
110000000,337580051,300: Rise of an Empire,Sullivan Stapleton|Eva Green|Lena Headey|Callan Mulvey|David Wenham,Noam Murro,102,Action|War,3/5/2014,2014
25000000,66980456,The Giver,Jeff Bridges|Meryl Streep|Brenton Thwaites|Odeya Rush|Alexander SkarsgÃ¥rd,Phillip Noyce,94,Drama|Science Fiction,8/11/2014,2014
50000000,188441614,22 Jump Street,Jonah Hill|Channing Tatum|Dave Franco|Ice Cube|Nick Offerman,Phil Lord|Christopher Miller,112,Crime|Comedy|Action,6/5/2014,2014
28000000,53181600,A Walk Among the Tombstones,Liam Neeson|Dan Stevens|David Harbour|Boyd Holbrook|Adam David Thompson,Scott Frank,113,Crime|Drama|Mystery|Thriller,9/18/2014,2014
55000000,259207227,Paddington,Nicole Kidman|Peter Capaldi|Ben Whishaw|Michael Gambon|Imelda Staunton,Paul King,95,Comedy,11/27/2014,2014
7000000,2360281,Cake,Jennifer Aniston|Anna Kendrick|William H. Macy|Adriana Barraza|Felicity Huffman,Daniel Barnz,102,Drama,9/7/2014,2014
11000000,45967935,Chef,Jon Favreau|John Leguizamo|Bobby Cannavale|Emjay Anthony|Scarlett Johansson,Jon Favreau,115,Comedy,5/8/2014,2014
9000000,108782847,The Purge: Anarchy,Frank Grillo|Carmen Ejogo|Zach Gilford|Kiele Sanchez|ZoÃ« Borde,James DeMonaco,104,Horror|Thriller,7/17/2014,2014
16000000,19682924,Left Behind,Nicolas Cage|Chad Michael Murray|Lea Thompson|Nicky Whelan|Martin Klebba,Vic Armstrong,110,Thriller|Action|Science Fiction,10/3/2014,2014
4000000,44349000,Boyhood,Ellar Coltrane|Patricia Arquette|Ethan Hawke|Elijah Smith|Lorelei Linklater,Richard Linklater,164,Drama,6/5/2014,2014
20000000,12007070,A Most Violent Year,Oscar Isaac|Jessica Chastain|Albert Brooks|Elyes Gabel|David Oyelowo,J.C. Chandor,125,Action|Thriller|Crime|Drama,12/30/2014,2014
100000000,243400000,Hercules,Dwayne Johnson|Ian McShane|John Hurt|Rufus Sewell|Aksel Hennie,Brett Ratner,99,Action|Adventure,7/23/2014,2014
125000000,362637473,Noah,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,Darren Aronofsky,139,Drama|Adventure,3/20/2014,2014
50000000,83719388,The Judge,Robert Downey Jr.|Robert Duvall|Vera Farmiga|Vincent D'Onofrio|Jeremy Strong,David Dobkin,141,Drama,10/8/2014,2014
40000000,123494610,Blended,Drew Barrymore|Adam Sandler|Wendi McLendon-Covey|Bella Thorne|Terry Crews,Frank Coraci,117,Comedy,5/21/2014,2014
18000000,268157400,Neighbors,Seth Rogen|Zac Efron|Rose Byrne|Dave Franco|Ike Barinholtz,Nicholas Stoller,96,Comedy,5/8/2014,2014
11000000,78874843,If I Stay,ChloÃ« Grace Moretz|Jamie Blackley|Liana Liberato|Mireille Enos|Stacy Keach,R.J. Cutler,106,Drama,8/21/2014,2014
45000000,86165646,Step Up All In,Ryan Guzman|Briana Evigan|Stephen Boss|Misha Gabriel|Izabella Miko,Trish Sie,112,Romance|Drama|Music,7/16/2014,2014
12000000,305151265,The Fault in Our Stars,Shailene Woodley|Ansel Elgort|Nat Wolff|Laura Dern|Sam Trammell,Josh Boone,125,Romance|Drama,5/16/2014,2014
25000000,153997819,Ride Along,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter,Tim Story,99,Action|Comedy,1/17/2014,2014
20000000,11110975,Inherent Vice,Joaquin Phoenix|Josh Brolin|Owen Wilson|Katherine Waterston|Reese Witherspoon,Paul Thomas Anderson,148,Comedy|Romance|Crime|Drama|Mystery,12/25/2014,2014
60000000,50549107,Jack Ryan: Shadow Recruit,Chris Pine|Keira Knightley|Kevin Costner|Nonso Anozie|Gemma Chan,Kenneth Branagh,105,Action|Drama|Thriller,1/15/2014,2014
50000000,222809600,Non-Stop,Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker,Jaume Collet-Serra,106,Action|Thriller|Mystery,1/26/2014,2014
5500000,3000000,Predestination,Ethan Hawke|Sarah Snook|Noah Taylor|Christopher Kirby|Madeleine West,Michael Spierig|Peter Spierig,97,Science Fiction|Thriller,8/28/2014,2014
12600000,18658381,The Drop,Tom Hardy|Noomi Rapace|James Gandolfini|Matthias Schoenaerts|John Ortiz,MichaÃ«l R. Roskam,106,Drama|Crime,9/12/2014,2014
120000000,239379423,RoboCop,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley,JosÃ© Padilha,102,Science Fiction|Action,1/30/2014,2014
100000000,103039258,Transcendence,Johnny Depp|Paul Bettany|Rebecca Hall|Kate Mara|Morgan Freeman,Wally Pfister,119,Thriller|Science Fiction|Drama|Mystery,4/16/2014,2014
40000000,196781193,The Other Woman,Cameron Diaz|Leslie Mann|Kate Upton|Don Johnson|Nikolaj Coster-Waldau,Nick Cassavetes,109,Comedy|Romance,4/16/2014,2014
145000000,272912430,Mr. Peabody & Sherman,Ty Burrell|Max Charles|Ariel Winter|Allison Janney|Ellie Kemper,Rob Minkoff,92,Animation|Adventure|Family,2/7/2014,2014
65000000,39407616,Sin City: A Dame to Kill For,Mickey Rourke|Jessica Alba|Josh Brolin|Joseph Gordon-Levitt|Rosario Dawson,Frank Miller|Robert Rodriguez,102,Crime|Thriller,8/20/2014,2014
103000000,500188435,Rio 2,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jamie Foxx|Andy GarcÃ­a,Carlos Saldanha,102,Animation|Adventure|Comedy|Family,3/19/2014,2014
40000000,169837010,Dumb and Dumber To,Jim Carrey|Jeff Daniels|Rachel Melvin|Kathleen Turner|Brady Bluhm,Bobby Farrelly|Peter Farrelly,110,Comedy,11/12/2014,2014
70000000,154984035,The Monuments Men,Matt Damon|Cate Blanchett|George Clooney|Bill Murray|John Goodman,George Clooney,118,War|Drama|History|Action,1/24/2014,2014
65000000,163442937,Unbroken,Jack O'Connell|Domhnall Gleeson|Garrett Hedlund|Takamasa Ishihara|Finn Wittrock,Angelina Jolie,137,Drama|War,12/25/2014,2014
20000000,66787908,Selma,David Oyelowo|Tom Wilkinson|Carmen Ejogo|AndrÃ© Holland|Omar J. Dorsey,Ava DuVernay,127,History|Drama,12/25/2014,2014
4900000,3494070,Mommy,Anne Dorval|Suzanne ClÃ©ment|Antoine-Olivier Pilon|Patrick Huard|Alexandre Goyette,Xavier Dolan,138,Drama,5/22/2014,2014
15000000,52501541,Wild,Reese Witherspoon|Laura Dern|Thomas Sadoski|Keene McRae|Michiel Huisman,Jean-Marc VallÃ©e,115,Drama,12/5/2014,2014
130000000,117831631,Pompeii,Kit Harington|Carrie-Anne Moss|Emily Browning|Adewale Akinnuoye-Agbaje|Jessica Lucas,Paul W.S. Anderson,105,Action|Adventure|History|Romance|Drama,2/18/2014,2014
26000000,35926213,The Best of Me,Michelle Monaghan|James Marsden|Liana Liberato|Luke Bracey|Gerald McRaney,Michael Hoffman,117,Drama|Romance,10/16/2014,2014
65000000,133821816,Annie,QuvenzhanÃ© Wallis|Jamie Foxx|Rose Byrne|Cameron Diaz|Bobby Cannavale,Will Gluck,119,Music|Comedy|Drama|Family,12/19/2014,2014
50000000,97437106,The Book of Life,Diego Luna|Channing Tatum|Zoe Saldana|Christina Applegate|Eugenio Derbez,Jorge R. Gutierrez,95,Romance|Animation|Adventure|Comedy|Family,10/1/2014,2014
13000000,54837234,St. Vincent,Bill Murray|Melissa McCarthy|Naomi Watts|Chris O'Dowd|Terrence Howard,Theodore Melfi,102,Comedy,10/9/2014,2014
66000000,203277636,Need for Speed,Aaron Paul|Dominic Cooper|Imogen Poots|Rami Malek|RamÃ³n RodrÃ­guez,Scott Waugh,130,Action|Crime|Drama|Thriller,3/13/2014,2014
22000000,88880821,The Hundred-Foot Journey,Helen Mirren|Manish Dayal|Om Puri|Charlotte Le Bon|Rohan Chand,Lasse HallstrÃ¶m,122,Drama,8/6/2014,2014
60000000,108255770,The Boxtrolls,Ben Kingsley|Isaac Hempstead Wright|Elle Fanning|Dee Bradley Baker|Steve Blum,Graham Annable|Anthony Stacchi,97,Animation|Comedy|Family|Fantasy,9/10/2014,2014
10000000,28883511,Big Eyes,Amy Adams|Christoph Waltz|Krysten Ritter|Danny Huston|Jason Schwartzman,Tim Burton,105,Drama,12/24/2014,2014
18000000,266586800,The Prince,Bruce Willis|Jason Patric|John Cusack|Jessica Lowndes|Gia Mantegna,Brian A Miller,93,Thriller|Action,8/22/2014,2014
4000000,600896,The Signal,Brenton Thwaites|Laurence Fishburne|Olivia Cooke|Lin Shaye|Beau Knapp,William Eubank,95,Thriller|Science Fiction,3/15/2014,2014
50000000,160602194,Into the Storm,Richard Armitage|Sarah Wayne Callies|Matt Walsh|Nathan Kress|Alycia Debnam-Carey,Steven Quale,89,Action|Thriller,8/6/2014,2014
50000000,151165787,Planes: Fire & Rescue,Dane Cook|Ed Harris|Julie Bowen|Curtis Armstrong|John Michael Higgins,Roberts Gannaway,83,Animation|Comedy|Adventure|Family,7/17/2014,2014
35000000,17508518,Sabotage,Arnold Schwarzenegger|Sam Worthington|Mireille Enos|Joe Manganiello|Harold Perrineau,David Ayer,110,Action|Drama|Thriller|Crime,3/28/2014,2014
13200000,53830415,No Good Deed,Idris Elba|Taraji P. Henson|Leslie Bibb|Kate del Castillo|Henry Simmons,Sam Miller,84,Thriller,9/12/2014,2014
5000000,41797583,Still Alice,Julianne Moore|Alec Baldwin|Kristen Stewart|Kate Bosworth|Shane McRae,Richard Glatzer|Wash Westmoreland,99,Drama,12/5/2014,2014
5000000,40100000,"As Above, So Below",Perdita Weeks|Ben Feldman|Edwin Hodge|FranÃ§ois Civil|Marion Lambert,John Erick Dowdle,93,Horror|Thriller,8/14/2014,2014
24000000,12096300,Foxcatcher,Steve Carell|Channing Tatum|Mark Ruffalo|Sienna Miller|Vanessa Redgrave,Bennett Miller,134,Drama|Thriller,5/19/2014,2014
20000000,34077920,Endless Love,Alex Pettyfer|Gabriella Wilde|Robert Patrick|Rhys Wakefield|Emma Rigby,Shana Feste,103,Drama|Romance,2/12/2014,2014
12250000,2295423,The Rover,Guy Pearce|Robert Pattinson|Scoot McNairy|Nash Edgerton|Anthony Hayes,David MichÃ´d,100,Crime|Drama,5/18/2014,2014
24000000,70181428,Think Like a Man Too,Kevin Hart|Regina Hall|Michael Ealy|Jerry Ferrara|Taraji P. Henson,Tim Story,106,Comedy|Romance,6/19/2014,2014
15000000,9104716,Suite FranÃ§aise,Michelle Williams|Kristin Scott Thomas|Matthias Schoenaerts|Sam Riley|Ruth Wilson,Saul Dibb,107,Drama|Romance|War,11/5/2014,2014
15000000,59209,Walk of Shame,Elizabeth Banks|James Marsden|Gillian Jacobs|Ethan Suplee|Sarah Wright,Steven Brill,95,Comedy,5/2/2014,2014
6500000,255273813,Annabelle,Annabelle Wallis|Alfre Woodard|Eric Ladin|Tony Amendola|Gabriel Bateman,John R. Leonetti,99,Horror,10/2/2014,2014
65000000,71154592,"I, Frankenstein",Aaron Eckhart|Yvonne Strahovski|Bill Nighy|Jai Courtney|Miranda Otto,Stuart Beattie,92,Horror|Thriller,1/22/2014,2014
8000000,26049082,That Awkward Moment,Zac Efron|Miles Teller|Michael B. Jordan|Imogen Poots|Mackenzie Davis,Tom Gormican,94,Comedy|Romance,1/29/2014,2014
27000000,28831145,Draft Day,Kevin Costner|Jennifer Garner|Tom Welling|Sam Elliott|Terry Crews,Ivan Reitman,109,Drama,4/11/2014,2014
28000000,68896829,Brick Mansions,Paul Walker|David Belle|RZA|Robert Maillet|Carlo Rota,Camille Delamarre,90,Action|Crime|Drama,4/22/2014,2014
2000000,6676471,The Babadook,Essie Davis|Noah Wiseman|Daniel Henshall|Hayley McElhinney|Cathy Adamek,Jennifer Kent,93,Drama|Thriller|Horror,5/22/2014,2014
20000000,100525432,Tammy,Melissa McCarthy|Susan Sarandon|Kathy Bates|Allison Janney|Dan Aykroyd,Ben Falcone,97,Comedy,7/2/2014,2014
60000000,30800231,Winter's Tale,Colin Farrell|Jessica Brown Findlay|Russell Crowe|William Hurt|Jennifer Connelly,Akiva Goldsman,118,Drama|Fantasy|Mystery|Romance,2/13/2014,2014
5000000,2367161,The Guest,Dan Stevens|Maika Monroe|Sheila Kelley|Ethan Embry|Joel David Moore,Adam Wingard,99,Mystery|Thriller|Action,9/17/2014,2014
22500000,15520023,The Water Diviner,Russell Crowe|Olga Kurylenko|Jai Courtney|Isabel Lucas|Damon Herriman,Russell Crowe,112,War|Drama,12/25/2014,2014
5000000,6833445,The Green Inferno,Lorenza Izzo|Ariel Levy|Sky Ferreira|Nicolas Martinez|Kirby Bliss Blanton,Eli Roth,100,Horror|Thriller,9/4/2014,2014
28000000,100654149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Steve Carell|Jennifer Garner|Ed Oxenbould|Dylan Minnette|Kerris Dorsey,Miguel Arteta,81,Family|Comedy,10/8/2014,2014
19800000,41296320,This Is Where I Leave You,Jason Bateman|Tina Fey|Adam Driver|Rose Byrne|Corey Stoll,Shawn Levy,103,Drama|Comedy,9/10/2014,2014
16000000,2429989,The Homesman,Hilary Swank|Tommy Lee Jones|Grace Gummer|Meryl Streep|Miranda Otto,Tommy Lee Jones,122,Western|Drama,5/18/2014,2014
8500000,7500000,Big Game,Samuel L. Jackson|Onni Tommila|Ted Levine|Victor Garber|Felicity Huffman,Jalmari Helander,90,Action|Adventure,9/5/2014,2014
40000000,67347013,Jersey Boys,Christopher Walken|Vincent Piazza|Freya Tingley|James Madio|Sean Whalen,Clint Eastwood,134,Music|Drama,6/5/2014,2014
12500000,49002684,About Last Night,Kevin Hart|Michael Ealy|Regina Hall|Joy Bryant|Christopher McDonald,Steve Pink,100,Comedy|Romance,2/14/2014,2014
25000000,38307627,Million Dollar Arm,Jon Hamm|Bill Paxton|Lake Bell|Suraj Sharma|Aasif Mandvi,Craig Gillespie,124,Drama,5/9/2014,2014
5500000,5483299,Wish I Was Here,Zach Braff|Kate Hudson|Joey King|Pierce Gagnon|Donald Faison,Zach Braff,120,Drama|Comedy,1/18/2014,2014
6700000,1430655,Infinitely Polar Bear,Mark Ruffalo|Zoe Saldana|Imogene Wolodarsky|Ashley Aufderheide|Wallace Wolodarsky,Maya Forbes,87,Comedy|Drama,1/18/2014,2014
13300000,5380251,Under the Skin,Scarlett Johansson|KryÅ¡tof HÃ¡dek|Paul Brannigan|Michael Moreland|Scott Dymond,Jonathan Glazer,108,Thriller|Science Fiction|Drama,3/14/2014,2014
